gbifID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	catalogNumber	recordNumber	recordedBy	previousIdentifications	eventDate	year	month	day	verbatimEventDate	habitat	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	identifiedBy	scientificName
918965822	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V236750	63	R.G. McMinn	Abies amabilis by R.G. McMinn 1948	1948-07-14T00:00Z	1948	7	14	1948 Jul 14	NA	NA	NA	CA	British Columbia	NA	NA	Blaney Lake	NA	NA	NA	NA	NA	NA	NA	49.28333	-121.43333	NA	NA	NA	NA	NA	R.G. McMinn	Abies amabilis Douglas ex J. Forbes
1054801824	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V239068	s.n.	Terry Taylor	Abies amabilis by Terry Taylor 2012	2012-09-13T00:00Z	2012	9	13	2012 Sep 13	NA	NA	NA	CA	British Columbia	NA	NA	"North Vancouver, Lynn Headwater Regional Park, beside Cedar Mill Trail"	NA	NA	NA	NA	NA	NA	NA	49.31667	-122.93333	NA	NA	NA	NA	NA	Terry Taylor	Abies amabilis Douglas ex J. Forbes
466060043	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V166771	NA	"Jack R. Maze, Louise Robbins, Brian McRory"	NA	1979-07-20T00:00Z	1979	7	20	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Cypress Bowl Provincial park, 1 miles from parking lot"	NA	NA	NA	NA	NA	NA	NA	49.4	-123.16667	NA	NA	NA	NA	NA	J.M.	Abies amabilis Douglas ex J. Forbes
918824051	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V166771	s.n.	Jack R. Maze; Louise Robbins; Brian McRory	NA	1979-07-20T00:00Z	1979	7	20	1979 Jul 20	young trees near howe sound crest trail	NA	NA	CA	British Columbia	NA	NA	"Cypress Bowl Provincial park, 1 miles from parking lot"	NA	NA	NA	NA	NA	NA	NA	49.4	-123.16667	NA	NA	NA	NA	unknown	J.M.	Abies amabilis Douglas ex J. Forbes
918832798	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V76124	396	Vladimir J. Krajina	Abies amabilis by Thomas M.C. Taylor 1958	1949-07-30T00:00Z	1949	7	30	1949 Jul 30	below the summit in the forest	NA	NA	CA	British Columbia	NA	NA	Mount Seymour	NA	1300-1400 m	NA	NA	NA	NA	NA	49.4	-122.93333	NA	NA	NA	NA	unknown	Thomas M.C. Taylor	Abies amabilis Douglas ex J. Forbes
466078789	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V76124	NA	Vladimir J. Krajina	NA	1949-07-30T00:00Z	1949	7	30	NA	NA	NA	NA	CA	British Columbia	NA	NA	Mount Seymour	NA	NA	NA	NA	NA	NA	NA	49.4	-122.93333	NA	NA	NA	NA	NA	Thomas M.C. Taylor	Abies amabilis Douglas ex J. Forbes
143039997	H	BG_Tpuska	NA	NA	LIVING_SPECIMEN	36182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CA	BrittilÍ_inen Columbia	NA	NA	"Coquihalla Lake, 49‘39'N, 121‘00'W, 1100 m mpy"	NA	NA	NA	NA	NA	NA	NA	49.65	-121	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
918939708	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V5324	s.n.	[John Davidson]	Abies amabalis by [John Davidson] 1912	1912-08-16T00:00Z	1912	8	16	1912 Aug 16	NA	NA	NA	CA	British Columbia	NA	NA	Garibaldi Camp	NA	5700 ft	NA	NA	NA	NA	NA	49.96638294	-122.8510077	NA	NA	NA	NA	NA	[John Davidson]	Abies amabilis Douglas ex J. Forbes
466296866	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V5324	NA	[John Davidson]	NA	1912-08-16T00:00Z	1912	8	16	NA	NA	NA	NA	CA	British Columbia	NA	NA	Garibaldi Camp	NA	NA	NA	NA	NA	NA	NA	49.96667	-123.15	NA	NA	NA	NA	NA	[John Davidson]	Abies amabilis Douglas ex J. Forbes
918939696	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V5325	s.n.	John Davidson	Abies amabilis by John Davidson 1912	1912-08-16T00:00Z	1912	8	16	1912 Aug 16	NA	NA	NA	CA	British Columbia	NA	NA	Garibaldi Camp	NA	5100 ft	NA	NA	NA	NA	NA	49.99971148	-123.0010126	NA	NA	NA	NA	NA	John Davidson	Abies amabilis Douglas ex J. Forbes
466296864	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V5325	NA	John Davidson	NA	1912-08-16T00:00Z	1912	8	16	NA	NA	NA	NA	CA	British Columbia	NA	NA	Garibaldi Camp	NA	NA	NA	NA	NA	NA	NA	50	-123	NA	NA	NA	NA	NA	John Davidson	Abies amabilis Douglas ex J. Forbes
78345709	CMN	CAN	NA	NA	PRESERVED_SPECIMEN	CAN 5696	NA	Dawson	NA	1876-06-24T00:00Z	1876	6	24	NA	NA	NA	NA	CA	British Columbia	NA	NA	Dean or Salmon River	NA	NA	NA	NA	NA	NA	NA	52.8	-126.967	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
918933223	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V219962	22513	Adolf Ceska; Oldriska Ceska; Robert T. Ogilvie	NA	1987-08-06T00:00Z	1987	8	6	1987 Aug 06	Ridge	NA	NA	CA	British Columbia	NA	NA	"Porcher Island, ridge in northwest part southwest hill"	NA	NA	NA	NA	NA	NA	NA	53.96667	-130.41667	NA	NA	NA	NA	unknown	Adolf Ceska 1997	Abies amabilis Douglas ex J. Forbes
466283697	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V219962	NA	"Adolf Ceska, Oldriska Ceska, Robert T. Ogilvie"	NA	1987-08-06T00:00Z	1987	8	6	NA	NA	NA	NA	CA	British Columbia	NA	NA	"Porcher Island, ridge in northwest part southwest hill"	NA	NA	NA	NA	NA	NA	NA	53.96667	-130.41667	NA	NA	NA	NA	NA	Adolf Ceska 1997	Abies amabilis Douglas ex J. Forbes
883413231	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	124857	AAA-m-17	"Parker, W. H. | Maze, J."	NA	1975-07-18T00:00Z	1975	7	18	75-07-18	forest; coniferous	NA	NA	CA	British Columbia	NA	NA	Redsand Lake	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 1.4 along side road departing west. Branches taken from regeneration in cut over area; with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each in equal number."	960 ft	NA	NA	NA	Canadian Geographical Names Data Base	NA	54.68333	-128.75	2294	NA	NA	NA	NA	"Parker, W. H. | Maze, J."	Abies amabilis Douglas ex J. Forbes
883413253	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	124859	AAA-m-29	"Parker, W. H. | Maze, J."	NA	1975-07-18T00:00Z	1975	7	18	75-07-18	forest; coniferous	NA	NA	CA	British Columbia	NA	NA	Redsand Lake	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 2.4 along side road departing west, site at metal gate posts. Branches taken from regeneration in cut over area; with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each in equal number."	308 m	NA	NA	NA	Canadian Geographical Names Data Base	NA	54.68333	-128.75	2294	NA	NA	NA	NA	"Parker, W. H. | Maze, J."	Abies amabilis Douglas ex J. Forbes
466324355	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229269	NA	"W.H. Parker, Jack Maze"	NA	1975-07-18T00:00Z	1975	7	18	NA	NA	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 2.4 along side road departing west"	NA	NA	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
466324350	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229271	NA	"W.H. Parker, Jack Maze"	NA	1975-07-18T00:00Z	1975	7	18	NA	NA	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 0.4 along side road departing west"	NA	NA	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
466324356	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229268	NA	"W.H. Parker, Jack Maze"	NA	1975-07-18T00:00Z	1975	7	18	NA	NA	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 2.4 along side road departing west, site at metal gate posts"	NA	NA	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
918953045	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229270	AAA-m-13	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-18T00:00Z	1975	7	18	1975 Jul 18	"Branches taken from regeneration in cut over area; with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each equal in number."	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 1.4 along side road departing west"	NA	960 ft	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
466324352	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229270	NA	"W.H. Parker, Jack Maze"	NA	1975-07-18T00:00Z	1975	7	18	NA	NA	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 1.4 along side road departing west"	NA	NA	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
883413842	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	124853	AAA-m-5	"Parker, W. H. | Maze, J."	NA	1975-07-18T00:00Z	1975	7	18	75-07-18	forest; coniferous	NA	NA	CA	British Columbia	NA	NA	Redsand Lake	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 0.4 along side road departing west. Branches taken from regeneration in cut over area; with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each in equal number."	760 ft	NA	NA	NA	Canadian Geographical Names Data Base	NA	54.68333	-128.75	2294	NA	NA	NA	NA	"Parker, W. H. | Maze, J."	Abies amabilis Douglas ex J. Forbes
883413230	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	124858	AAA-m-9	"Parker, W. H. | Maze, J."	NA	1975-07-18T00:00Z	1975	7	18	75-07-18	forest; coniferous	NA	NA	CA	British Columbia	NA	NA	Redsand Lake	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 0.4 along side road departing west. Branches taken from regeneration in cut over area; with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each in equal number."	760 ft	NA	NA	NA	Canadian Geographical Names Data Base	NA	54.68333	-128.75	2294	NA	NA	NA	NA	"Parker, W. H. | Maze, J."	Abies amabilis Douglas ex J. Forbes
918953033	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229266	AAA-m-59	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-18T00:00Z	1975	7	18	1975 Jul 18	"Branches taken from regeneration in cut over area. In recently cut area with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each equal in number."	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 5.5 along side road departing west"	NA	536 m	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
883413825	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	124856	AAA-m-58	"Parker, W. H. | Maze, J."	NA	1975-07-18T00:00Z	1975	7	18	75-07-18	forest; coniferous	NA	NA	CA	British Columbia	NA	NA	Redsand Lake	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 5.5 along side road departing west. Branches taken from regeneration in cut over area. In recetly cut over area; with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each in equal number."	536 m	NA	NA	NA	Canadian Geographical Names Data Base	NA	54.68333	-128.75	2294	NA	NA	NA	NA	"Parker, W. H. | Maze, J."	Abies amabilis Douglas ex J. Forbes
466324358	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229267	NA	"W.H. Parker, Jack Maze"	NA	1975-07-18T00:00Z	1975	7	18	NA	NA	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 4.4 along side road departing west"	NA	NA	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
918953032	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229269	AAA-m-20	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-18T00:00Z	1975	7	18	1975 Jul 18	"Branches taken from regeneration in cut over area; with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each equal in number."	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 2.4 along side road departing west"	NA	960 ft	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
918953025	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229268	AAA-m-27	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-18T00:00Z	1975	7	18	1975 Jul 18	"Branches taken from regeneration in cut over area; with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each equal in number."	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 2.4 along side road departing west, site at metal gate posts"	NA	308 m	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
918953036	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229271	AAA-m-4	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-18T00:00Z	1975	7	18	1975 Jul 18	"Branches taken from regeneration in cut over area; with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each equal in number."	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 0.4 along side road departing west"	NA	760 ft	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
918953023	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229267	AAA-m-45	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-18T00:00Z	1975	7	18	1975 Jul 18	"Branches taken from regeneration in cut over area; with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each equal in number."	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 4.4 along side road departing west"	NA	475 m	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
466324360	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229266	NA	"W.H. Parker, Jack Maze"	NA	1975-07-18T00:00Z	1975	7	18	NA	NA	NA	NA	CA	British Columbia	NA	NA	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 5.5 along side road departing west"	NA	NA	NA	NA	NA	NA	NA	54.68333	-128.75	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
883413435	University of Alberta Museums	ALTA-VP	University of Alberta Vascular Plant Herbarium (ALTA-VP)	NA	PRESERVED_SPECIMEN	124855	AAA-m-42	"Parker, W. H. | Maze, J."	NA	1975-07-18T00:00Z	1975	7	18	75-07-18	forest; coniferous	NA	NA	CA	British Columbia	NA	NA	Redsand Lake	"3.4 miles south of Redsand Lake campsite on Canada Cellulose Road to Terrace, Mile 4.4 along side road departing west. Branches taken from regeneration in cut over area; with dense undergrowth of Vaccinium, Rubus, Epilobium et al. Also Populus, Salix, Tsuga heterophylla in veg. Abies & Tsuga the dominants & each in equal number."	475 n [m]	NA	NA	NA	Canadian Geographical Names Data Base	NA	54.68333	-128.75	2294	NA	NA	NA	NA	"Parker, W. H. | Maze, J."	Abies amabilis Douglas ex J. Forbes
466045817	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V166217	NA	Bryan R. Foster	NA	1977-07-17T00:00Z	1977	7	17	NA	NA	NA	NA	CA	British Columbia	NA	NA	maroon Mountain	NA	NA	NA	NA	NA	NA	NA	54.8	-128.68333	NA	NA	NA	NA	NA	Bryan R. Foster	Abies amabilis Douglas ex J. Forbes
918819008	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V166217	69	Bryan R. Foster	NA	1977-07-17T00:00Z	1977	7	17	1977 Jul 17	hemlock fir forest of the north aspect	NA	NA	CA	British Columbia	NA	NA	maroon Mountain	NA	914 m	NA	NA	NA	NA	NA	54.8	-128.68333	NA	NA	NA	NA	unknown	Bryan R. Foster	Abies amabilis Douglas ex J. Forbes
918816531	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V146515	s.n.	Vladimir J. Krajina; Jim Pojar; C. Parsons	NA	1974-07-16T00:00Z	1974	7	16	1974 Jul 16	subalpine	NA	NA	CA	British Columbia	NA	NA	"along a mining road up east Boulder creek, ca 7 miles north of moricetown"	NA	853 m	NA	NA	NA	NA	NA	55.1	-127.4	NA	NA	NA	NA	unknown	NA	Abies amabilis Douglas ex J. Forbes
466040672	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V146515	NA	"Vladimir J. Krajina, Jim Pojar, C. Parsons"	NA	1974-07-16T00:00Z	1974	7	16	NA	NA	NA	NA	CA	British Columbia	NA	NA	"along a mining road up east Boulder creek, ca 7 miles north of moricetown"	NA	NA	NA	NA	NA	NA	NA	55.1	-127.4	NA	NA	NA	NA	NA	NA	Abies amabilis Douglas ex J. Forbes
918953076	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN	V229112	ACM	W.H. Parker; Jack Maze	"Abies amabilis by W.H. Parker, Jack Maze 1975"	1975-07-25T00:00Z	1975	7	25	1975 Jul 25	"Forest of Abies, Tsuga & Picea. Understory with Oplopanax, Sambucus, Vaccinium, Athyrium, et al."	NA	NA	CA	British Columbia	NA	NA	"ca. 2 miles south of Nass Junction-Kitwanga Junction Road, along Seaskinnish Creek"	NA	2050 ft	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	unknown	W.H. Parker; Jack Maze	Abies amabilis Douglas ex J. Forbes
466324386	University of British Columbia	UBC	NA	NA	PRESERVED_SPECIMEN	V229112	NA	"W.H. Parker, Jack Maze"	NA	1975-07-25T00:00Z	1975	7	25	NA	NA	NA	NA	CA	British Columbia	NA	NA	"ca. 2 miles south of Nass Junction-Kitwanga Junction Road, along Seaskinnish Creek"	NA	NA	NA	NA	NA	NA	NA	55.26667	-128.9	NA	NA	NA	NA	NA	"W.H. Parker, Jack Maze"	Abies amabilis Douglas ex J. Forbes
