gbifID	institutionCode	basisOfRecord	recordNumber	recordedBy	eventDate	year	month	day	verbatimEventDate	habitat	fieldNotes	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	decimalLatitude	decimalLongitude	scientificName
1030496676	MSC	PRESERVED_SPECIMEN	NA	"DiAngelo, Steven"	1951-07-02T00:00Z	1951	7	2	NA	NA	NA	US	Michigan	NA	NA	Roscommon County	NA	NA	NA	NA	Achillea millefolium L.
1036399937	UCD	PRESERVED_SPECIMEN	149	"Daphne K. Christopher, Hannah Stevens, Mark Bibbo"	2003-04-12T00:00Z	2003	4	12	04 12 2003	NA	NA	US	California	Solano	NA	"Napa County: UC Davis, Stebbins Cold Canyon Reserve. Main trail through canyon to old homesite foundation"	NA	166 m.	38.50043	-122.09745	Achillea millefolium L.
1058555815	UAM	PRESERVED_SPECIMEN	NA	"Collector(s): Stephen S. Talbot, Sandra L. Talbot"	2013-07-24T00:00Z	2013	7	24	24-Jul-13	shoreline meadow	NA	US	Alaska	NA	NA	"Fox Islands, Aiktak Island"	"Fox Islands, Aiktak Island"	NA	54.18631	-164.84221	Achillea millefolium L.
122896535	FTG	PRESERVED_SPECIMEN	NA	A. Salokar	1984-05-17T00:00Z	1984	5	17	NA	NA	NA	US	NA	NA	NA	NA	NA	NA	NA	NA	Achillea millefolium L.
1143479311	GZU	PRESERVED_SPECIMEN	NA	"Halse,Richard R. 7655"	2009-06-16T00:00Z	2009	6	16	NA	NA	NA	US	NA	NA	NA	"Oregon, Wallowa Co.: Along Little Sheep Creek Highway ca. 6,1 miles SW of Imnaha, near milepost 24; N 45�30'20,4'' W 116�53'41,4'' WGS84"	NA	NA	45.50556	-116.89472	Achillea millefolium L.
415902737	UConn	PRESERVED_SPECIMEN	14769	Leslie J. Mehrhoff	1991-07-21T00:00Z	1991	7	21	21-Jul-91	Woods.	NA	US	Connecticut	Tolland County	Tolland	Kollar Wildlife Management Area	Koller Wildlife Area	NA	41.90277	-72.30222	Achillea millefolium L.
415902757	UConn	PRESERVED_SPECIMEN	NA	M.F. Baker	1940-04-30T00:00Z	1940	4	30	30-Apr-40	NA	NA	US	Florida	Seminole County	Fern Park	Fern Park	NA	NA	NA	NA	Achillea millefolium L.
415902771	UConn	PRESERVED_SPECIMEN	6	Thomas Mione	1983-08-14T00:00Z	1983	8	14	14-Aug-83	Sun	NA	US	New York	Hamilton County	Long Lake	"Raquette Lake, Long Lake"	Raquette Lake	NA	43.84138	-74.64277	Achillea millefolium L.
415902774	UConn	PRESERVED_SPECIMEN	A-43	Henry W. Art	1967-07-06T00:00Z	1967	7	6	06-Jul-67	Swale	NA	US	New York	Suffolk County	NA	Fire Island National Seashore	"Fire Island National Seashore, Fire Island"	NA	40.66861	-73.055	Achillea millefolium L.
415915419	UConn	PRESERVED_SPECIMEN	2056	Derek Munro	1978-07-27T00:00Z	1978	7	27	27-Jul-78	NA	NA	CA	New Brunswick	Kent County	Carleton	"Kouchibouguac Beach, Kouchibouguac National Park"	S. Of Boardwalk on S. Kouchibouguac Beach	NA	NA	NA	Achillea millefolium L.
415945586	UConn	PRESERVED_SPECIMEN	21273	Leslie J. Mehrhoff	2001-06-19T00:00Z	2001	6	19	19-Jun-01	NA	NA	US	Connecticut	Middlesex County	East Haddam	East Haddam	"Bennet School, periphery of ""Upper Pond""."	NA	41.4388	-72.43145	Achillea millefolium L.
465762126	Acadia University	PRESERVED_SPECIMEN	NA	"Schneider, SD"	1988-07-20T00:00Z	1988	7	20	NA	Overgrown meadows	NA	CA	Nova Scotia	Victoria	NA	West Tarbot	NA	NA	46.34654	-60.61039	Achillea millefolium L.
465890724	Acadia University	PRESERVED_SPECIMEN	NA	"Borden, Carolyn"	1978-07-31T00:00Z	1978	7	31	NA	"Sandy soil, along roadside"	NA	CA	Nova Scotia	Kings	NA	Lower Canard	NA	NA	45.13873	-64.38909	Achillea millefolium L.
466063543	University of British Columbia	PRESERVED_SPECIMEN	NA	Vernon C. Brink	1957-08-07T00:00Z	1957	8	7	NA	NA	NA	CA	British Columbia	NA	NA	Noaxe meadow	NA	NA	51	-122	Achillea millefolium L.
466072305	University of British Columbia	PRESERVED_SPECIMEN	NA	Mary-Margaret Smith	1972-06-18T00:00Z	1972	6	18	NA	NA	NA	CA	British Columbia	NA	NA	Junction of Chilcotin and Fraser Rivers.	NA	NA	51	-122	Achillea millefolium L.
466074578	University of British Columbia	PRESERVED_SPECIMEN	NA	A. Luckhurst	NA	1969	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	Nevis Creek	NA	NA	57	-123	Achillea millefolium L.
466074751	University of British Columbia	PRESERVED_SPECIMEN	NA	J. Buckland	NA	1937	NA	NA	NA	NA	NA	CA	British Columbia	NA	NA	"black river near courtnay, Vancouver Island"	NA	NA	NA	NA	Achillea millefolium L.
466074828	University of British Columbia	PRESERVED_SPECIMEN	NA	John W. Eastham	1937-06-20T00:00Z	1937	6	20	NA	NA	NA	CA	British Columbia	NA	NA	"Vancouver, West Point Grey"	NA	NA	49.26667	-123.2	Achillea millefolium L.
466074852	University of British Columbia	PRESERVED_SPECIMEN	NA	"Katherine I. Beamish, David Krause, Jake P. Luitjens"	1968-07-03T00:00Z	1968	7	3	NA	NA	NA	CA	Yukon Territory	NA	NA	"Whitehorse, Fish Lake"	NA	NA	60.63333	-135.63333	Achillea millefolium L.
466075069	University of British Columbia	PRESERVED_SPECIMEN	NA	Vladimir J. Krajina	1949-08-21T00:00Z	1949	8	21	NA	NA	NA	CA	British Columbia	NA	NA	"Thompson-Nicola Regional District, Botanie Valley"	NA	NA	50.36667	-121.56667	Achillea millefolium L.
466075077	University of British Columbia	PRESERVED_SPECIMEN	NA	Vladimir J. Krajina	1950-08-26T00:00Z	1950	8	26	NA	NA	NA	CA	British Columbia	NA	NA	"Salmon Arm, North Hill"	NA	NA	50	-119	Achillea millefolium L.
466288259	University of British Columbia	PRESERVED_SPECIMEN	NA	Sarbjeet K. Mann	2003-08-04T00:00Z	2003	8	4	NA	NA	NA	CA	British Columbia	NA	NA	"Greater Vancouver Regional District, Burnaby, Simon Fraser University, 20 m north of the Residences bus stop on University Dr. W, along the trail leading to the entrance of Burnaby Mountain Park."	NA	NA	49.25	-122.9	Achillea millefolium L.
473449880	Universit̩ de Montr̩al Biodiversity Centre	PRESERVED_SPECIMEN	51	"Selliah, Sugirthini; Blanchet, Guillaume"	2004-08-30T00:00Z	2004	8	30	30 ao��t 2004	Lieu ouvert	NA	CA	Qu̩bec	Le Haut-Richelieu	NA	"L'Acadie, petit lac (appel̩ localement lac Adie) au sud de la rue Qu̩b̩coise, 100 m �� l'est de la rue de Dicaire"	NA	NA	NA	NA	Achillea millefolium L.
473451394	Universit̩ de Montr̩al Biodiversity Centre	PRESERVED_SPECIMEN	46-2006	"Samson, Laurent; Samson, Majella; Demers, Yolande"	2006-09-16T00:00Z	2006	9	16	16 sept. 2006	"Sur le c̫t̩ de la route menant �� une rivi̬re, milieu rocailleux"	NA	CA	Qu̩bec	Les Appalaches	NA	"Saint-Jacques-de-Leeds, 115, route des Chutes, 1 km m̬tres au nord-ouest de la maison"	NA	NA	46.29722	-71.38528	Achillea millefolium L.
473472147	Universit̩ de Montr̩al Biodiversity Centre	PRESERVED_SPECIMEN	sn	"Claude, Ginette; Houle, Gilles"	1980-08-01T00:00Z	1980	8	1	1 ao��t 1980	rivage	NA	CA	Qu̩bec	Marguerite-D'Youville	NA	"Varennes, archipel de Varennes et de Repentigny, ̨le aux Canards"	NA	NA	45.70137	-73.46586	Achillea millefolium L.
473497607	Universit̩ de Montr̩al Biodiversity Centre	PRESERVED_SPECIMEN	23	"Saint-Arneault, Roger, Jr."	1990-06-17T00:00Z	1990	6	17	17 juin 1990	"Bord de rue, sol sablonneux"	NA	CA	Qu̩bec	NA	NA	"Notre-Dame du Mont-Carmel, 5i̬me rue Lac-Doucet"	NA	NA	NA	NA	Achillea millefolium L.
473570651	Universit̩ de Montr̩al Biodiversity Centre	PRESERVED_SPECIMEN	298	"Rouleau, Ernest"	1948-07-27T00:00Z	1948	7	27	27-Jul-48	Open places near a summer bungalow along the Humber River	NA	CA	Newfoundland	Humber East District	NA	Steady Brook	NA	NA	NA	NA	Achillea millefolium L.
473570710	Universit̩ de Montr̩al Biodiversity Centre	PRESERVED_SPECIMEN	6606	"Rouleau, Ernest"	1961-08-12T00:00Z	1961	8	12	"Aug. 12, 1961"	Steep slopes	NA	CA	Newfoundland	Placentia West District	NA	"Bay de l'eau, Shattered Cliff"	NA	NA	NA	NA	Achillea millefolium L.
441679303	UWBM	PRESERVED_SPECIMEN	NA	Sharon Rodman	2002-07-19T00:00Z	2002	7	19	NA	NA	NA	US	Oregon	Wallowa	NA	"Wallowa-Whitman National Forest.  Eagle Cap Ranger District, Eagle Cap Wilderness Area.  Big Sheep Creek Drainage.  Bonnie Lakes Trail.  Pass between Big Sheep Creek and Wallowa River, south of Aneroid Peak."	NA	NA	45.19333	-117.185	Achillea millefolium L.
441679422	UWBM	PRESERVED_SPECIMEN	NA	Sarah Gage	2002-06-16T00:00Z	2002	6	16	NA	NA	NA	US	Washington	Whatcom	NA	"North Cascades National Park; Thunder Knob Trail, trail out of north side of Colonial Creek Campground."	NA	NA	48.6952	-121.10243	Achillea millefolium L.
441679436	UWBM	PRESERVED_SPECIMEN	NA	Alan C. Yen	2003-07-26T00:00Z	2003	7	26	NA	NA	NA	US	Washington	Okanogan	NA	Okanogan National Forest.  Roger Lake.	NA	NA	48.64915	-119.96737	Achillea millefolium L.
441679727	UWBM	PRESERVED_SPECIMEN	NA	Elizabeth Bell	2005-05-29T00:00Z	2005	5	29	NA	NA	NA	US	Washington	San Juan	NA	"San Juan Islands National Wildlife Refuge and Wilderness Area.  Mackaye Harbor Island.  Barlow Bay.  Ca. [circa] 0.5 hectare island about 50 feet from shore, 10 meter tall bedrock nob."	NA	NA	48.43253	-122.8719	Achillea millefolium L.
441679846	UWBM	PRESERVED_SPECIMEN	NA	G. B. Rossbach	1936-07-14T00:00Z	1936	7	14	NA	NA	NA	US	Idaho	Boundary	NA	Smith Creek Region.  Above Smith Creek.  Ten miles due west of Port Hill.	NA	NA	48.96365	-116.53169	Achillea millefolium L.
441679998	UWBM	PRESERVED_SPECIMEN	NA	E. J. Larrison	1949-06-18T00:00Z	1949	6	18	NA	NA	NA	US	Idaho	Owyhee	NA	Eight miles northeast of Riddle.	NA	NA	42.18694	-116.10944	Achillea millefolium L.
441680094	UWBM	PRESERVED_SPECIMEN	NA	Megan A. Jensen	2008-04-30T00:00Z	2008	4	30	NA	NA	NA	US	Washington	Grant	NA	Babcock Bench.	NA	NA	47.20124	-119.9865	Achillea millefolium L.
441680121	UWBM	PRESERVED_SPECIMEN	NA	David Giblin	2008-06-25T00:00Z	2008	6	25	NA	NA	NA	US	Washington	Lincoln	NA	U.S. Bureau of Land Management. Coffeepot Lake. Meandering transect 1.5 kilometers to the northwest from campground.	NA	NA	47.5004	-118.55721	Achillea millefolium L.
45540048	"California State University, Chico"	UNKNOWN	NA	Jim McCullough	1972-08-01T00:00Z	1972	8	1	NA	NA	NA	US	Washington	Whatcom	NA	"Chowder Ridge, ca. 6 1/2 miles SE of Glacier. In alpine meadow, south facing slope."	NA	NA	NA	NA	Achillea millefolium L.
45540098	"California State University, Chico"	UNKNOWN	NA	M.S. Taylor	1974-07-10T00:00Z	1974	7	10	NA	NA	NA	US	California	Lassen	NA	"Abundant in meadow ca. 1/2 mi s of Eagle Lake, ca. 2 mi e of Gallatin Beach, ca. 13 mi nw of Susanville. Corolla white.  Abundant in meadow.  Associates:  Penstemon oreocharis, Veronica sp., Hypericum formosum var. scouleri."	NA	NA	NA	NA	Achillea millefolium L.
45540130	"California State University, Chico"	UNKNOWN	NA	L. W. Miller	1933-06-25T00:00Z	1933	6	25	NA	NA	NA	US	Iowa	Little Sioux	NA	Prairie. Prairie.	NA	NA	NA	NA	Achillea millefolium L.
45541466	"California State University, Chico"	UNKNOWN	NA	L. P. Janeway	1987-05-02T00:00Z	1987	5	2	NA	NA	NA	US	California	Fresno	NA	Cyn of Warthan Cr ca 7-8 mi west of Coalinga via hwy 198. Steep N-facing slope of Diablan Sage Scrub grassy openings.  Flrs white.	NA	NA	NA	NA	Achillea millefolium L.
45541499	"California State University, Chico"	UNKNOWN	NA	L.P. Janeway	1984-08-18T00:00Z	1984	8	18	NA	NA	NA	US	California	Sierra	NA	"At second switchback to the south, down the road from Packers Saddle. Open, mostly dry meadow.  This common throughout the meadow."	NA	NA	NA	NA	Achillea millefolium L.
63854084	OSC	PRESERVED_SPECIMEN	NA	Andrew R. Moldenke	1980-07-10T00:00Z	1980	7	10	NA	NA	NA	US	Oregon	Jefferson	NA	Camp Sherman vincinty Penstemon peckii research.	NA	NA	44.4721	-121.6443	Achillea millefolium L.
668746441	Universit̩ Laval	PRESERVED_SPECIMEN	TT-2-5A-03	"Gauthier, Line"	1988-09-20T00:00Z	1988	9	20	20 septembre 1988	Groupement �� Ammophile �� ligule courte et lichens. Dune littoral remani̩e sub-actuelle �� drainage 2.	NA	CA	Qu̩bec	NA	NA	"Lagune du Havre aux Basques, �_le aux Oeufs."	NA	NA	47.31667	-61.93333	Achillea millefolium L.
668746488	Universit̩ Laval	PRESERVED_SPECIMEN	77-292	"Gervais, Camille"	1978-08-26T00:00Z	1978	8	26	26 ao��t 1978	Sur des rochers	NA	CA	Qu̩bec	NA	NA	"Cap-��-l'Orignal, pr̬s de Saint-Fabien"	NA	NA	48.35	-68.81667	Achillea millefolium L.
668746498	Universit̩ Laval	PRESERVED_SPECIMEN	s.n.	"Smith, Jean; Parrot, Louis ; Gagnon, Gilles"	1992-07-08T00:00Z	1992	7	8	08 juillet 1992	Sur un rocher	NA	CA	Qu̩bec	NA	NA	�_les du Pot �� l'Eau-de-Vie	NA	NA	47.86667	-69.68333	Achillea millefolium L.
668746504	Universit̩ Laval	PRESERVED_SPECIMEN	78-19	"Gervais, Camille"	1978-06-25T00:00Z	1978	6	25	25 juin 1978	NA	NA	CA	Qu̩bec	NA	NA	Saint-F̩licien	NA	NA	48.65	-72.45	Achillea millefolium L.
668746517	Universit̩ Laval	PRESERVED_SPECIMEN	s.n.	"Gervais, Camille"	1976-07-12T00:00Z	1976	7	12	12 juillet 1976	"Cultiv̩ �� partir d'une r̩colte faite le 14 juin 1972 au bord d'un chemin derri̬re le Complexe Scientifique, pr̬s d'un terrain vague, press̩ le 12 juillet 1976"	NA	CA	Qu̩bec	NA	NA	"Qu̩bec (Sainte-Foy), serres du Complexe Scientifique"	NA	NA	NA	NA	Achillea millefolium L.
668746531	Universit̩ Laval	PRESERVED_SPECIMEN	74-24	"Gervais, Camille"	1976-07-06T00:00Z	1976	7	6	06 juillet 1976	"Cultiv̩ �� partir d'une r̩colte faite le 15 juillet 1974 �� l'�_le aux Rats pr̬s de Contrecoeur, press̩ le 6 juillet 1976"	NA	CA	Qu̩bec	NA	NA	"Qu̩bec (Sainte-Foy), serres du Complexe Scientifique"	NA	NA	NA	NA	Achillea millefolium L.
668746551	Universit̩ Laval	PRESERVED_SPECIMEN	79-145	"Gervais, Camille"	1979-07-13T00:00Z	1979	7	13	13 juillet 1979	NA	NA	CA	Qu̩bec	NA	NA	Parc du Bon D̩sir	NA	NA	48.26667	-69.5	Achillea millefolium L.
668746623	Universit̩ Laval	PRESERVED_SPECIMEN	75-92	"Bernard, Jean-Paul"	1976-07-08T00:00Z	1976	7	8	08 juillet 1976	"Cultiv̩ �� partir d'une r̩colte faite �� Qu̩bec (Sainte-Foy), sur le campus de l'Universit̩ Laval le 10 novembre 1975, press̩ le 8 juillet 1976"	NA	CA	Qu̩bec	NA	NA	"Qu̩bec (Sainte-Foy), serres du Complexe Scientifique"	NA	NA	NA	NA	Achillea millefolium L.
668746675	Universit̩ Laval	PRESERVED_SPECIMEN	76-70	"Gervais, Camille"	1976-10-23T00:00Z	1976	10	23	23 octobre 1976	NA	NA	CA	Qu̩bec	NA	NA	Qu̩bec (Charlesbourg)	NA	NA	46.86667	-71.26667	Achillea millefolium L.
668746695	Universit̩ Laval	PRESERVED_SPECIMEN	85-42	"Gervais, Camille"	1985-08-07T00:00Z	1985	8	7	07 ao��t 1985	NA	NA	CA	Qu̩bec	NA	NA	Pr̩vost	NA	NA	45.86667	-74.08333	Achillea millefolium L.
668746706	Universit̩ Laval	PRESERVED_SPECIMEN	Jul-82	"Gervais, Camille"	1987-10-13T00:00Z	1987	10	13	13 octobre 1987	"Cultiv̩ en pot dans les serres puis mis dehors �� l'̩t̩ 87 au jardin o�_ la plante a fleuri, cultiv̩ �� partir d'une r̩colte faite �� Saint-Lambert (L̩vis) dans une cour d'̩cole le 6 juillet 1982, press̩ le 13 octobre 1987"	NA	CA	Qu̩bec	NA	NA	"Qu̩bec (Sainte-Foy), serres et jardin du Complexe Scientifique"	NA	NA	NA	NA	Achillea millefolium L.
668746820	Universit̩ Laval	PRESERVED_SPECIMEN	609	"Gardner, G̩rard; Desroches, Pierre"	1968-07-12T00:00Z	1968	7	12	12 juillet 1968	NA	NA	CA	Qu̩bec	NA	NA	"Minganie, �_le Niapiska (Samuel)."	NA	NA	50.21194	-63.74917	Achillea millefolium L.
668746829	Universit̩ Laval	PRESERVED_SPECIMEN	s.n.	"Hazel, Fran̤ois"	1982-07-27T00:00Z	1982	7	27	27 juillet 1982	Dans le village.	NA	CA	Qu̩bec	NA	NA	"Havre-Saint-Pierre, comt̩ de Saguenay."	NA	NA	50.24389	-63.60139	Achillea millefolium L.
668746832	Universit̩ Laval	PRESERVED_SPECIMEN	s.n.	"Banville, Gilbert"	1974-07-04T00:00Z	1974	7	4	04 juillet 1974	Bordure des champs-bois.	NA	CA	Qu̩bec	NA	NA	Station de Recherche Les Buissons.	NA	NA	49.10222	-68.38528	Achillea millefolium L.
51739692	OSC	PRESERVED_SPECIMEN	NA	Orlin L. Ireland	1947-07-16T00:00Z	1947	7	16	NA	NA	NA	US	Oregon	Deschutes	NA	Soda Creek at Sparks Lake Campground.	NA	NA	44.0208	-121.7442	Achillea millefolium L.
51740163	OSC	PRESERVED_SPECIMEN	NA	"F.W. Sturges, P.P. Sturges"	1955-07-12T00:00Z	1955	7	12	NA	NA	NA	US	Oregon	Wallowa	NA	6 mi. S of Lostine.	NA	NA	45.4035	-117.4262	Achillea millefolium L.
51740217	OSC	PRESERVED_SPECIMEN	NA	K.L. Chambers	1981-07-12T00:00Z	1981	7	12	NA	NA	NA	US	Oregon	Curry	NA	"Highway 101, 2.8 miles south of Battle Rock State Park in Port Orford."	NA	NA	NA	NA	Achillea millefolium L.
51740255	OSC	PRESERVED_SPECIMEN	NA	R. Kranz	1979-06-16T00:00Z	1979	6	16	NA	NA	NA	US	Oregon	Jackson	NA	lower Table Rock.	NA	NA	42.4553	-122.9475	Achillea millefolium L.
51740576	OSC	PRESERVED_SPECIMEN	NA	Elizabeth H. Winn	1941-08-13T00:00Z	1941	8	13	NA	NA	NA	US	Oregon	Morrow	NA	Tupper Guard Station.	NA	NA	45.0694	-119.4903	Achillea millefolium L.
51740869	OSC	PRESERVED_SPECIMEN	NA	W.E. Lawrence	1917-07-13T00:00Z	1917	7	13	NA	NA	NA	US	Oregon	Morrow	NA	"at head of Hinton Creek, 13.5 miles east of Heppner."	NA	NA	45.2941	-119.2941	Achillea millefolium L.
51741070	OSC	PRESERVED_SPECIMEN	NA	M.E. Peck	1928-06-16T00:00Z	1928	6	16	NA	NA	NA	US	Oregon	Wheeler	NA	Mitchell.	NA	NA	44.5667	-120.1522	Achillea millefolium L.
51741085	OSC	PRESERVED_SPECIMEN	NA	M.E. Peck	1932-07-16T00:00Z	1932	7	16	NA	NA	NA	US	Oregon	Deschutes	NA	head of Brown's Cr.	NA	NA	43.7268	-121.9359	Achillea millefolium L.
543210118	CAS	PRESERVED_SPECIMEN	s.n.	"Ingalls, Mary Page"	NA	1918	7	NA	Jul-18	NA	NA	US	California	San Luis Obispo County	NA	Haynes Ranch	NA	NA	NA	NA	Achillea millefolium L.
543215766	CAS	PRESERVED_SPECIMEN	17538	"Howell, J. T."	1942-08-01T00:00Z	1942	8	1	"Aug. 1, 1942"	NA	NA	US	California	Tulare County	NA	"Sky Parlor Meadow, Chagoopa Plateau"	NA	NA	NA	NA	Achillea millefolium L.
543224402	CAS	PRESERVED_SPECIMEN	s.n.	"Bentley, Georgia"	1917-05-28T00:00Z	1917	5	28	28-May-17	NA	NA	US	California	Lake County	NA	Lakeport	NA	NA	NA	NA	Achillea millefolium L.
543252090	CAS	PRESERVED_SPECIMEN	5139	"Chambers, K.L."	1984-06-14T00:00Z	1984	6	14	14-Jun-84	"Sandy soil on roadcut above the ocean, not much protected from wind. With Dudleya, Grindelia, Erigeron glaucus, Eriophyllum stachaedifolium, Carpobrotus, Lupinus arboreus"	NA	US	California	San Mateo County	NA	"San Gregorio State Beach, Highway 1."	NA	100 ft	NA	NA	Achillea millefolium L.
543255252	CAS	PRESERVED_SPECIMEN	1942	"Howell, John Thomas"	1926-04-24T00:00Z	1926	4	24	"Apr. 24, 1926"	NA	NA	US	California	San Francisco County	NA	Lake Merced	NA	NA	37.7183	-122.4881	Achillea millefolium L.
543281435	CAS	PRESERVED_SPECIMEN	30	"McGregor, E. A."	1916-08-28T00:00Z	1916	8	28	"Aug. 28, 1916"	NA	NA	US	California	Imperial County	NA	"Live Oak Springs, Laguna Mts"	NA	NA	NA	NA	Achillea millefolium L.
543286494	CAS	PRESERVED_SPECIMEN	6299	"Ahart, Lowell"	1989-05-28T00:00Z	1989	5	28	28/V/1989	"Growing on drywhite granite soil, in a mined over area. Foothill Woodland."	NA	US	California	Butte County	NA	"South of Oregon Gulch Road, about 1/2 mile north of the Cemetery, about 1 1/4 miles west of Rocky Point, about 10 miles east and 3 miles north of Oroville"	NA	1100 ft	NA	NA	Achillea millefolium L.
543288286	CAS	PRESERVED_SPECIMEN	4718	"Dudley, W. R.; Lamb, Frank Haines"	1896-06-28T00:00Z	1896	6	28	"June 28, 1896"	NA	NA	US	California	Ventura County	NA	"Mt. Pinos Region, Goodenough Meadow"	NA	NA	NA	NA	Achillea millefolium L.
543288650	CAS	PRESERVED_SPECIMEN	s.n.	"Patterson, Miss; Wiltz, Miss"	1907-06-15T00:00Z	1907	6	15	15-Jun-07	NA	NA	US	California	Monterey County	NA	Near Pacific Grove	NA	NA	NA	NA	Achillea millefolium L.
